,REF,CANTIDAD,TOTAL,PRECIO_PROMEDIO,DESCUENTO_PROMEDIO,ITEM,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
508,H01025:00124:00124,24,19056123,1484370.0,0.46482488215867446,15010,SOFA CESAR,SALAS Y SOFAS,SOFA 3P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,187.0,75.0,85.0,SOFA CESAR 3P,SOFA 3P,GRIS,MICROFIBRA
260,D00544:00068:00068,23,13141322,1218904.761904762,0.5175035754476224,19481,SOFA EVORA,SALAS Y SOFAS,SOFA 2P,NOVEDAD,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,145.0,70.0,80.0,SOFA EVORA 2P,SOFA 2P,GRIS,MICROFIBRA
256,D00543:00072:00072,23,14707021,1414054.9318181819,0.5481125113762663,19457,SOFA SIENA,SALAS Y SOFAS,SOFA 3P,NOVEDAD,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,192.0,87.0,82.0,SOFA SIENA 3P,SOFA 3P,GRIS,MICROFIBRA
48,D00018:00065:00065,23,17076272,1411706.5217391304,0.4740797142915532,18392,SOFA FALGUN,SALAS Y SOFAS,SOFA 3P,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,135.0,85.0,80.0,SOFA FALGUN 3P DESCONTINUADO,SOFA 3P,GRIS,MICROFIBRA
1085,XZ0108:00005:,23,6086738,415057.39130434784,0.36223581561922813,903,MESA COMEDOR LEONIE,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,MESA COMEDOR LEONIE NG 2C,MESAS DE 4P,NEGRO,VIDRIO
601,XA0264-1:00009:,23,3316855,251916.99166666664,0.43790711030953167,19087,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,46.0,103.0,41.0,SILLA BAR DEBBY CF,OTROS,CAFE,MICROFIBRA
1202,XZ0722:00005:,23,4760397,347394.04347826086,0.4034052624148795,1628,CONSOLA WENONA,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,,NEGRO,75.0,100.0,40.0,CONSOLA WENONA NG 2C,OTROS,NEGRO,VIDRIO
1199,XZ0714:00009:,23,1105921,172749.30555555556,0.5335555467417041,745,SILLA DE COMEDOR WEEMA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,45.0,95.0,45.0,SILLA COMEDOR WEEMA CF LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
80,D00048:00120:00120,23,13301406,1100452.4285714286,0.5002905539832031,18567,SOFA FAISAL,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,135.0,85.0,80.0,SOFA FAISAL 2P DESCONTINUADO,SOFA 2P,CAFE,MICROFIBRA
732,XA0553:00013:,23,7646911,840318.9565217391,0.6043473914694237,17841,COMEDOR ALFRED,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,ROJO,120.0,75.0,70.0,COMEDOR ALFRED 4P RJ/NG 3C,SET 4P,ROJO,VIDRIO
466,D01306:00074:00074,23,19092763,1539135.8260869565,0.45750136868240054,15002,SOFA HASPPER,SALAS Y SOFAS,SOFA 2P,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,170.0,92.0,92.0,SOFA HASPPER 2P,SOFA 2P,GRIS,MICROFIBRA
552,XA0169:00035:,23,2167244,330878.1304347826,0.7152184556666528,15249, MESA CENTRO TV WACUMAN,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,,NEGRO/BLANCO,90.0,75.0,55.0,MESA CENTRO TV WACUMAN NG/BL 2C LIQUIDAC,MESAS DE CENTRO,OTRO,VIDRIO
536,XA0146:00022:,23,5123932,644518.0,0.6543468884128713,12819,MESA EXT. VALORA,COMEDORES,MESAS DE EXTENSIÓN,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,120.0,80.0,90.0,MESA EXTENSION VALORA 120X90X80 CRIS TEM,OTROS,CRISTAL,VIDRIO
340,D00981:00132:00132,23,14861755,1215417.2608695652,0.4651423065132304,15048,SOFA KANU,SALAS Y SOFAS,SOFA 2P,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,AMARILLO,144.0,88.0,92.0,SOFA KANU 2P,SOFA 2P,AMARILLO,MICROFIBRA
126,D00125:00021:,23,4466579,194199.08695652173,0.0,19209,ESCRITORIO ATLANTER,ESTUDIO,ESCRITORIOS,NOVEDAD,NACIONAL,CONTEMPORÁNEO,MADERA LAMINADA,MATE,,WENGUE,120.0,70.0,50.0,ESCRITORIO ATLANTER+BIBLIOT WG CLW 1820,OTROS,OTRO,MADERA LAMINADA
332,D00963:00115:00115,23,16126223,1185410.5909090908,0.41064159607804834,15033,SOFA SHAY,SALAS Y SOFAS,SOFA 2P,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,152.0,87.0,82.0,SOFA SHAY 2P,SOFA 2P,CAFE,MICROFIBRA
114,D00101:00008:00008,23,4247562,314988.6590909091,0.41046573040991396,19279,CABECERO CEUTA,ALCOBAS,TAPIZADOS,NOVEDAD,MANUFACTURADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,2.0,CAFE,172.0,122.0,12.0,CABECERO CEUTA,OTROS,CAFE,SINTÉTICO
512,XA0050:00010:,23,4984938,362541.275,0.3900008412840916,11495,SILLA AUX LORNA,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROSADO,90.0,66.0,55.0,SILLA AUXILIAR LORNA RS,SILLAS AUXILIARES,OTRO,MICROFIBRA
1027,XR0845:00020:,23,1097765,163428.58666666667,0.7299997892857937,7225,SILLA COMEDOR ABRIL,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE/BEIGE,40.0,77.0,47.0,SILLA COMEDOR ABRIL CROMADO CUER CF/BE,SILLAS DE COMEDOR,OTRO,SINTÉTICO
504,H01024:00124:00124,23,14993497,1224922.2142857143,0.4584343300465958,15009,SOFA CESAR,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,162.0,74.0,84.0,SOFA CESAR 2P,SOFA 2P,GRIS,MICROFIBRA
1000,XC0134::,23,7722822,554350.1333333333,0.390687725174613,19474,POLTRONA ESTEFANIA,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,57.0,80.0,67.0,POLTRONA ESTEFANIA GR PATAS NG,POLTRONAS,GRIS,MICROFIBRA
799,XA0700:00012:,23,2427327,185435.75,0.4271948569902222,18190,MESA AUX BASE BLANCA,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,METAL+MADERA,MATE,,BLANCO/NEGRO,50.0,55.0,50.0,MESA AUXILIAR BASE BL PTA NG DIAMETRO,OTROS,OTRO,OTRO
72,D00043:00134:00134,23,1521429,135771.9,0.5125052901099559,15064,PUFF ONTARIO,SALAS Y SOFAS,PUFF,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,36.0,46.0,36.0,PUFF ONTARIO,PUFF,ROJO,MICROFIBRA
470,D01307:00074:00074,23,21340116,1595198.8636363635,0.4219641835236722,15003,SOFA HASPPER,SALAS Y SOFAS,SOFA 3P,LINEA,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,210.0,97.0,92.0,SOFA HASPPER 3P,SOFA 3P,GRIS,MICROFIBRA
889,XC0002:00029:,22,14889641,1064741.7,0.3614594457069904,19199,SILLA RECLINO JARIKA,SALAS Y SOFAS,RECLINABLES 1P,NOVEDAD,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,90.0,102.0,77.0,SILLA RECLINO JARIKA GR,RECLINABLES 1P,GRIS,SINTÉTICO
412,D01166:00072:00072,22,15409031,1172455.8095238095,0.38809498546358967,15004,SOFA LAVINIA,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,153.0,96.0,93.0,SOFA LAVINIA 2P,SOFA 2P,GRIS,MICROFIBRA
410,D01166:00066:00066,22,15196779,1124508.1818181819,0.3681815673874754,15004,SOFA LAVINIA,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,CREMA,153.0,96.0,93.0,SOFA LAVINIA 2P,SOFA 2P,OTRO,MICROFIBRA
350,D00986:00065:00065,22,11827894,1108552.725,0.5118547539391145,16896,SOFA LANCER,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,139.0,85.0,85.0,SOFA LANCER 2P,SOFA 2P,GRIS,MICROFIBRA
545,XA0160:00001:,22,1224254,92049.05555555556,0.38888802883926143,15238,SILLA COMEDOR WAAMIK,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,40.0,96.0,50.0,SILLA COMEDOR WAAMIK BL,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
626,XA0350:00159:,22,4534673,577797.09375,0.64062532128791,14728,ROPERO 4 PUERTAS,ALCOBAS,ARMARIO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,TABACO,80.0,160.0,45.0,ROPERO 4 PUERT 2 CJN 182X120X046 15MM TB,OTROS,OTRO,MADERA LAMINADA
417,D01254:00097:00097,22,20609297,1810914.5454545454,0.4818181859949566,15047,SOFA CAMA LAVINIA,SALAS Y SOFAS,SOFACAMAS,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,NEGRO,160.0,95.0,150.0,SOFA CAMA LAVINIA 2P,OTROS,NEGRO,MICROFIBRA
674,XA0418:00066:,22,7867466,734807.0454545454,0.5150792908259295,17397,  MESA COMEDOR DAREAU,COMEDORES,MESAS DE 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CAFE,120.0,74.0,70.0,MESA COMEDOR DAREAU CF 2C,OTROS,CAFE,VIDRIO
1186,XZ0671:00028:,22,4708190,360433.09523809527,0.4087592885436239,3127,MESA CENTRO EUFEMIA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO/CAFE,110.0,40.0,60.0,MESA CENTRO EUFEMIA NG/CF 2C,MESAS DE CENTRO,OTRO,VIDRIO
213,D00527:00118:00118,22,26631685,2449891.4545454546,0.5057715168716224,17795,SOFA CAMA EN L GRAND,SALAS Y SOFAS,SOFA CAMA EN L,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,149.0,87.0,202.0,SOFA CAMA EN L GRAND IZQUIERDA 2C,OTROS,GRIS,MICROFIBRA
973,XC0099:00046:,22,10218985,1004850.4545454546,0.5272281655058966,19171,SOFA LABIB,SALAS Y SOFAS,SOFA 2P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,AZUL,130.0,77.0,65.0,SOFA LABIB 2P AZ,SOFA 2P,AZUL,MICROFIBRA
999,XC0133::,22,6853309,555947.2777777778,0.44039158429223835,19473,POLTRONA ESTEFANIA,SALAS Y SOFAS,POLTRONAS,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,57.0,80.0,67.0,POLTRONA ESTEFANIA RJ PATAS NG,POLTRONAS,ROJO,MICROFIBRA
1108,XZ0240:00029:,22,1227196,185938.86111111112,0.699999656398938,5706,SILLA COMEDOR JAMESE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,45.0,95.0,40.0,SILLA COMEDOR JAMESE GR 2C LIQUIDACIÓN,SILLAS DE COMEDOR,GRIS,SINTÉTICO
47,D00017:00065:00065,22,14598849,1403164.4166666665,0.5227697041242819,18391,SOFA FALGUN,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,158.0,80.0,87.0,SOFA FALGUN 2P DESCONTINUADO,SOFA 2P,GRIS,MICROFIBRA
122,D00118:00001:,22,3286808,151417.19298245612,0.0,19202,ESCRITORIO ACRE,ESTUDIO,ESCRITORIOS,NOVEDAD,NACIONAL,MODERNO,MADERA LAMINADA,MATE,,BLANCO,120.0,70.0,50.0,ESCRITORIO ACRE (1C) ROVERE/BL ERB 2689,OTROS,BLANCO,MADERA LAMINADA
817,XA0718:00029:,21,4034177,312513.17543859646,0.3885704212467792,18426,CONSOLA WARATA,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,MODERNO,MDF,MATE,,GRIS,74.0,110.0,45.0,CONSOLA WARATA 110X45X74 GR 2C,OTROS,GRIS,OTRO
853,XA0754:00009:,21,45223686,3928414.05,0.45106163533040683,18529,SALA RECLINO EN L TIFANI,SALAS Y SOFAS,SALA EN L,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,3.0,CAFE,136.0,97.0,96.0,SALA RECLINO EN L TIFANI CF 3C,OTROS,CAFE,SINTÉTICO
683,XA0432:00005:,21,1370258,108340.52380952382,0.3928588005171899,17659,PUFF LACO,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LACO PELUZA NG,PUFF,NEGRO,MICROFIBRA
1021,XR0535:00004:,21,1999602,382698.8947368421,0.7499999638085376,690,CLOSET MADISON,ALCOBAS,ARMARIO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,CHERRY,90.0,184.0,47.0,CLOSET MADISON 2 PUERTA CHE NO GARANTIA,OTROS,OTRO,MADERA LAMINADA
687,XA0436:00024:,21,762312,89305.475,0.5774956870439738,17663,PUFF LAMAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,30.0,40.0,30.0,PUFF LAMAN PATAS NATURAL RJ LIQUIDACIÓN,PUFF,ROJO,MICROFIBRA
1013,XC0160::,21,4415384,353930.225,0.40651702193663236,19807,SILLA OFICINA PRESIDENCIAL FARIEL,ESTUDIO,SILLAS DE OFICINA,NOVEDAD,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,49.0,94.0,52.0,SILLA OFICINA PRESIDENCIAL FARIEL NEGRO,OTROS,NEGRO,MICROFIBRA
993,XC0127::,21,20688041,1620121.4285714286,0.3919355515577133,19522,COMEDOR ENZO,COMEDORES,SET 4P,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,GRIS,120.0,75.0,120.0,COMEDOR ENZO 4P MADERA VINO GRIS 3C,SET 4P,GRIS,MADERA LAMINADA
758,XA0648:00009:,21,2249929,165959.20512820513,0.3153857634527744,16009,SILLA COMEDOR CELIE ALTA,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,46.0,103.0,41.0,SILLA COMEDOR CELIE ALTA CF,OTROS,CAFE,MICROFIBRA
953,XC0079::,21,16978136,1700896.0476190476,0.5241146588206953,19535,CAMAROTE RAGUINI,ALCOBAS,CAMAROTES,NOVEDAD,IMPORTADO,CONTEMPORÁNEO,MDF,MATE,2.0,BLANCO,196.0,120.0,92.5,CAMAROTE RAGUINI ESCRITORIO BLANCO/BG 4C,OTROS,BLANCO,OTRO
1284,XZ0993:00100:,21,4598897,484316.4761904762,0.48131028340460813,11151,MESA CENTRO FILIS,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,,BLANCO,100.0,44.0,50.0,MESA CENTRO FILIS LACA BL 2C LIQUIDACIÓN,MESAS DE CENTRO,BLANCO,VIDRIO
484,D05307:00058:00058,21,38900134,3805007.1428571427,0.5009523530979403,17754,SALA MODULAR CESAR,SALAS Y SOFAS,MODULARES,DESCONTINUADO,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,7.0,CAFE,245.0,73.0,245.0,SALA MODULAR CESAR 3C,OTROS,CAFE,MICROFIBRA
228,D00533:00132:00132,21,16458876,1455957.4285714286,0.4665711646322341,17941,SOFA EBERHAD,SALAS Y SOFAS,SOFA 2P,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,AMARILLO,147.0,72.0,82.0,SOFA EBERHAD 2PTOS,SOFA 2P,AMARILLO,MICROFIBRA
57,D00036:00065:00065,21,15969129,1586909.761904762,0.5228119461403684,18464,SALA EN L VALENCIA,SALAS Y SOFAS,SOFAS L,NOVEDAD,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,186.0,102.0,174.0,SALA EN L VALENCIA DERECHA 2C,OTROS,GRIS,MICROFIBRA
577,XA0227:00009:,21,858124,99998.09722222223,0.6409228069570395,15243,SILLA COMEDOR WAAMIKIKA,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,40.0,96.0,50.0,SILLA COMEDOR WAAMIKIKA CF LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
46,D00016:00081:00096,21,7924654,661578.1,0.42050099407936986,18381,CAMA DOBLE GARDEN,ALCOBAS,CAMA DOBLE,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,MATE,2.0,BEIGE,140.0,40.0,190.0,CAMA DOBLE GARDEN DESCONTINUADA,OTROS,BEIGE,MICROFIBRA
463,D01301:00130:00129,21,16725250,1535061.4761904762,0.4768588175007966,15073,SOFA OVERLAND,SALAS Y SOFAS,SOFA 3P,LINEA,MANUFACTURADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,3.0,NEGRO,177.0,90.0,94.0,SOFA OVERLAND 3P,SOFA 3P,NEGRO,SINTÉTICO
262,D00545:00058:00058,21,14330628,1486457.9523809524,0.5413132301569916,19482,SOFA EVORA,SALAS Y SOFAS,SOFA 3P,NOVEDAD,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,150.0,90.0,90.0,SOFA EVORA 3P,SOFA 3P,CAFE,MICROFIBRA
61,D00037:00065:00065,21,15485163,1603885.0952380951,0.5379669216442722,18467,SALA EN L VALENCIA,SALAS Y SOFAS,SOFAS L,NOVEDAD,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,186.0,102.0,174.0,SALA EN L VALENCIA IZQUIERDA 2C,OTROS,GRIS,MICROFIBRA
226,D00533:00067:00067,21,15517140,1523785.761904762,0.5089708369810177,17941,SOFA EBERHAD,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,147.0,72.0,82.0,SOFA EBERHAD 2PTOS,SOFA 2P,CAFE,MICROFIBRA
1234,XZ0861:00026:,20,2770219,445301.3157894737,0.6939235101377461,6573,BIBLIOTECA LAVANI,ESTUDIO,BIBLIOTECAS,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,CRISTAL,46.0,120.0,39.0,BIBLIOTECA LAVANI ANCHA 2C LIQUIDACIÓN,OTROS,CRISTAL,MADERA LAMINADA
219,D00529:00194:00194,20,12487875,1371962.3,0.5451609244624231,4060,SOFA JACO,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,153.0,76.0,62.0,SOFA JACO 2P,SOFA 2P,GRIS,MICROFIBRA
677,XA0424:00005:,20,1255579,117895.02222222222,0.47666862697980455,17645,PUFF LEBEN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,30.0,40.0,30.0,PUFF LEBEN PATAS NATURAL NG,PUFF,NEGRO,MICROFIBRA
678,XA0425:00050:,20,1046907,107677.20588235294,0.46603448471155906,17646,PUFF LEAL,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,30.0,40.0,30.0,PUFF LEAL PATAS HIERRO NR LIQUIDACIÓN,PUFF,OTRO,MICROFIBRA
1183,XZ0657:00001:,20,2591761,430956.15789473685,0.6018579035552448,6554,MESA CENTRO DAKU,SALAS Y SOFAS,MESAS DE CENTRO,LINEA,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,BLANCO,100.0,40.0,55.0,MESA CENTRO DAKU BL LIQUIDACIÓN,MESAS DE CENTRO,BLANCO,MADERA LAMINADA
51,D00020:00155:,20,2464431,267872.95,0.540000046663878,18399,SILLA COMEDOR TOSCANA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,NACIONAL,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,MADERA,57.0,80.0,48.0,SILLA COMEDOR TOSCANA AGOTADO,SILLAS DE COMEDOR,OTRO,SINTÉTICO
689,XA0438:00050:,20,773217,98624.42857142857,0.6249987196260377,17665,PUFF LAYAN,SALAS Y SOFAS,PUFF,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NARANJA,30.0,40.0,30.0,PUFF LAYAN PATAS NATURAL NR LIQUIDACIÓN,PUFF,OTRO,MICROFIBRA
49,D00019:00058:00058,20,16687653,1649444.45,0.492697417251825,18393,SOFACAMA FALKEN,ALCOBAS,SOFA CAMA ABATIBLE,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,200.0,89.0,120.0,SOFACAMA FALKEN DESCONTINUADO,SOFA CAMA ABATIBLE,CAFE,MICROFIBRA
94,D00056:00015:,20,4323441,388933.55263157893,0.441255604141579,18573,COMBO LISBOA,ALCOBAS,CAMA DOBLE,NOVEDAD,NACIONAL,MODERNO,MDF,MATE,2.0,MADERA,158.0,90.0,4.2,COMBO CABECERO +2 NOCHEROS LISBOA,OTROS,OTRO,OTRO
211,D00526:00118:00118,20,23145696,2280263.8,0.4804818663578835,17792,SOFA CAMA EN L GRAND,SALAS Y SOFAS,SOFA CAMA EN L,DESCONTINUADO,MANUFACTURADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,140.0,80.0,128.0,SOFA CAMA EN L GRAND DERECHA 2C,OTROS,GRIS,MICROFIBRA
1162,XZ0553:00038:,20,1842901,153574.95,0.3999995441957986,6185,MESA CENTRO ELHEL,COMEDORES,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,CHAPILLA LAMINADA,MATE,,CAMEL,60.0,40.0,60.0,MESA CENTRO ELHEL2 60X60 CM 2C,MESAS DE CENTRO,OTRO,OTRO
1272,XZ0932:00138:,20,934930,130521.9,0.5699995702806067,11443,MESA CENTRO AVATAR,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL/BLANCO,100.0,50.0,50.0,MESA CENTRO AVATAR BL 2C LIQUIDACIÓN,MESAS DE CENTRO,OTRO,VIDRIO
1232,XZ0855:00029:,20,1877295,328138.23484848486,0.7071774056812334,6065,SILLA AUX LARK,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,90.0,66.0,55.0,SILLA AUXILIAR LARK CROMADO GR 2C,SILLAS AUXILIARES,GRIS,MICROFIBRA
437,D01291:00116:00116,20,5256535,501038.4210526316,0.4699746826756525,15070,SILLA AUXILIAR BACO,SALAS Y SOFAS,POLTRONAS,LINEA,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,ROJO,50.0,80.0,45.0,SILLA AUXILIAR BACO,POLTRONAS,ROJO,MICROFIBRA
591,XA0253:00167:,20,1796734,288310.95,0.6893501340824058,15173,MESA CENTRO DARLA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,GRIS,89.0,48.0,45.0,MESA CENTRO DARLA GR/AM LIQUIDACIÓN,MESAS DE CENTRO,GRIS,MADERA LAMINADA
141,D00510:00134:00134,20,10991432,1082023.8,0.4791680254497783,17741,SALA EN L PETIT,SALAS Y SOFAS,SOFAS L,DESCONTINUADO,MANUFACTURADO,MODERNO,POLIÉSTER,TEXTILES SUAVES,3.0,ROJO,182.0,90.0,145.0,SALA EN L PETIT DERECHA 2C,OTROS,ROJO,OTRO
253,D00542:00067:00067,20,10979013,1268933.1,0.5622906250207714,19456,SOFA SIENA,SALAS Y SOFAS,SOFA 2P,NOVEDAD,MANUFACTURADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,152.0,87.0,82.0,SOFA SIENA 2P,SOFA 2P,CAFE,MICROFIBRA
1269,XZ0929:00138:,20,1266323,186102.42105263157,0.6263132339943626,11405,CONSOLA AVATAR,COMEDORES,CONSOLAS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL/BLANCO,100.0,80.0,40.0,CONSOLA AVATAR 1X40X75 CRISTAL BL 2C,OTROS,OTRO,VIDRIO
229,D00534:00066:00066,20,15111109,1503306.4,0.4960261697960381,17942,SOFA EBERHAD,SALAS Y SOFAS,SOFA 2P,DESCONTINUADO,MANUFACTURADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,2.0,CREMA,145.0,70.0,80.0,SOFA EBERHAD 3 PTOS,SOFA 2P,OTRO,MICROFIBRA
