,ITEM,REF,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
583,15154,XA0237:00005:,COMEDOR WAYNA,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,COMEDOR WAYNA 120X70 4P NG 4C,SET 4P,NEGRO,METAL + VIDRIO
584,15149,XA0239:00001:,COMEDOR WAYNA,COMEDORES,SET 6P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,6.0,BLANCO,140.0,75.0,80.0,COMEDOR WAYNA 140X80 6P BL 4C,SET 6P,BLANCO,METAL + VIDRIO
585,15159,XA0240:00001:,COMEDOR WAYNA,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,4.0,BLANCO,120.0,75.0,70.0,COMEDOR WAYNA 120X70 4P BL 4C,SET 4P,BLANCO,METAL + VIDRIO
586,15340,XA0242:00001:,COMEDOR AVATAR,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,4.0,BLANCO,120.0,75.0,70.0,COMEDOR AVATAR 4P BL 3C,SET 4P,BLANCO,METAL + VIDRIO
587,15194,XA0246:00026:,MESA CTRO MADURIE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,CRISTAL,100.0,40.0,40.0,MESA CENTRO MADURIE 110X60X43 CRISTAL 2C,MESAS DE CENTRO,CRISTAL,VIDRIO
588,15197,XA0247:00005:,COMEDOR MORTON,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,NEGRO,100.0,75.0,80.0,COMEDOR MORTON 130X80X75 4P NG 4C,SET 4P,NEGRO,MADERA LAMINADA
589,15202,XA0248:00005:,COMEDOR MORTON,COMEDORES,SET 6P,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,6.0,NEGRO,160.0,75.0,80.0,COMEDOR MORTON 160X90X75 6P NG 4C,SET 6P,NEGRO,MADERA LAMINADA
590,15138,XA0251:00001:,BIBLIOTECA KARITA,ESTUDIO,BIBLIOTECAS,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,BLANCO,79.0,210.0,38.0,BIBLIOTECA KARITA BL,OTROS,BLANCO,MADERA LAMINADA
591,15173,XA0253:00167:,MESA CENTRO DARLA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,GRIS,89.0,48.0,45.0,MESA CENTRO DARLA GR/AM LIQUIDACIÓN,MESAS DE CENTRO,GRIS,MADERA LAMINADA
592,15176,XA0255:00128:, SILLA COMEDOR ASAMA,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,41.0,90.0,41.0,SILLA COMEDOR ASAMA CF LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
593,15178,XA0257:00127:, SILLA COMEDOR ASAMA,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,41.0,90.0,41.0,SILLA COMEDOR ASAMA CROMADA GR,SILLAS DE COMEDOR,GRIS,SINTÉTICO
594,15174,XA0258:00168:,MESA CENTRO DARNEL,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,CRISTAL,60.0,79.0,40.0,MESA CENTRO DARNEL CRISTAL LACA,MESAS DE CENTRO,CRISTAL,MADERA LAMINADA
595,15353,XA0259:00005:,MESA CTRO SATINKA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,40.0,40.0,MESA CENTRO SATINKA 110X60X40 TABLA CF,MESAS DE CENTRO,NEGRO,VIDRIO
596,15354,XA0260:00037:,SILLA COMEDOR SAVITA,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,ROJO,56.0,90.0,73.0,SILLA COMEDOR SAVITA RJ LIQUIDACIÓN,SILLAS DE COMEDOR,ROJO,SINTÉTICO
597,15360,XA0261:00046:,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,50.0,100.0,60.0,SILLA BAR DEBBY AZ 2C,OTROS,AZUL,MICROFIBRA
598,15361,XA0262:00029:,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,50.0,100.0,60.0,SILLA BAR DEBBY GR 2C,OTROS,GRIS,MICROFIBRA
599,19086,XA0262-1:00029:,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,46.0,103.0,41.0,SILLA BAR DEBBY GR,OTROS,GRIS,MICROFIBRA
600,15362,XA0263:00049:,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,50.0,100.0,60.0,SILLA BAR DEBBY VD 2C,OTROS,OTRO,MICROFIBRA
601,15363,XA0264:00009:,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,46.0,103.0,41.0,SILLA BAR DEBBY CF 2C,OTROS,CAFE,MICROFIBRA
602,19087,XA0264-1:00009:,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,46.0,103.0,41.0,SILLA BAR DEBBY CF,OTROS,CAFE,MICROFIBRA
603,17395,XA0265:00001:,SILLA BAR DEBBY,COMEDORES,SILLAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,BLANCO,50.0,100.0,60.0,SILLA BAR DEBBY BL 2C,OTROS,BLANCO,MICROFIBRA
604,15355,XA0266:00046:,SILLA COMEDOR DEE,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,44.0,78.0,50.0,SILLA COMEDOR DEE AZ,SILLAS DE COMEDOR,AZUL,MICROFIBRA
605,15356,XA0267:00029:,SILLA COMEDOR DEE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,44.0,78.0,50.0,SILLA COMEDOR DEE GR,SILLAS DE COMEDOR,GRIS,MICROFIBRA
606,15357,XA0268:00049:,SILLA COMEDOR DEE,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,VERDE,44.0,78.0,50.0,SILLA COMEDOR DEE VD,SILLAS DE COMEDOR,OTRO,MICROFIBRA
607,15358,XA0269:00009:,SILLA COMEDOR DEE,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,44.0,78.0,50.0,SILLA COMEDOR DEE CF,SILLAS DE COMEDOR,CAFE,MICROFIBRA
608,15359,XA0270:00001:,SILLA COMEDOR DEE,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BLANCO,44.0,78.0,50.0,SILLA COMEDOR DEE BL,SILLAS DE COMEDOR,BLANCO,MICROFIBRA
609,15364,XA0271:00100:,MESA AUX DASIA,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,BLANCO,40.0,45.0,40.0,MESA AUXILIAR DASIA 40X50 LACA BL,OTROS,BLANCO,OTRO
610,15365,XA0272:00016:,MESA AUX DARCELLE,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,CROMADO,40.0,45.0,40.0,MESA AUXILIAR DARCELLE 45X49X69 CROMADA,OTROS,OTRO,OTRO
611,15366,XA0273:00001:,MESA AUX DANNE,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,BLANCO,40.0,45.0,40.0,MESA AUXILIAR DANNE 50CMX49.5 PTA/MAD BL,OTROS,BLANCO,OTRO
612,15367,XA0274:00024:,MESA AUX DANOR,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,ROJO,40.0,45.0,40.0,MESA AUXILIAR DANOR 40CMX49 LACA RJ,OTROS,ROJO,OTRO
613,15367,XA0274:00170:,MESA AUX DANOR,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,CRISTAL,40.0,45.0,40.0,MESA AUXILIAR DANOR 40CMX49 LACA RJ,OTROS,CRISTAL,OTRO
614,15368,XA0275:00112:,MESA CENTRO DEETHREE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,50.0,50.0,MESA CENTRO DEETHREE NG/AM/RJ LIQUIDACIÓ,MESAS DE CENTRO,NEGRO,VIDRIO
615,16402,XA0287:00001:,BAR SET WRITU,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,BLANCO,90.0,90.0,90.0,BAR SET WRITU 90X90X90 4P BL 4C,SET 4P,BLANCO,VIDRIO
616,16401,XA0288:00001:,BAR SET WITHNEY,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,BLANCO,100.0,100.0,90.0,BAR SET WITHNEY 1X1X90 4P BL 3C,SET 4P,BLANCO,VIDRIO
617,17139,XA0288-1:00001:,BAS SET WHITNEY,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,METAL + VIDRIO,MATE,4.0,BLANCO,120.0,75.0,70.0,BAR SET WITHNEY 1X1X90 4P BL 4C,SET 4P,BLANCO,METAL + VIDRIO
618,15434,XA0302:00029:,SILLA AUXILIAR LUCILLE,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,54.0,78.0,60.0,SILLA AUXILIAR LUCILLE TELA GR,SILLAS AUXILIARES,GRIS,MICROFIBRA
619,16921,XA0340:00029:,SOFA RECLINO GLORY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,GRIS,170.0,105.0,95.0,SOFA RECLINO GLORY 2P GR,RECLINABLES,GRIS,MICROFIBRA
620,16922,XA0341:00029:,SOFA RECLINO GLORY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,GRIS,212.0,105.0,95.0,SOFA RECLINO GLORY 3P GR,RECLINABLES,GRIS,MICROFIBRA
621,16924,XA0343:00009:,SOFA RECLINO GLORY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,170.0,105.0,95.0,SOFA RECLINO GLORY 2P CF,RECLINABLES,CAFE,MICROFIBRA
622,16925,XA0344:00009:,SOFA RECLINO GLORY,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,212.0,105.0,95.0,SOFA RECLINO GLORY 3P CF,RECLINABLES,CAFE,MICROFIBRA
623,16271,XA0345:00009:,SILLA RECLINO KALERIN,SALAS Y SOFAS,RECLINABLES 1P,DESCONTINUADO,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,89.0,90.0,70.0,SILLA RECLINO KALERIN 1P CF,RECLINABLES 1P,CAFE,SINTÉTICO
624,16272,XA0346:00009:,SOFA RECLINO KALERIN,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,160.0,108.0,87.0,SOFA RECLINO KALERIN 2P CF,RECLINABLES,CAFE,MICROFIBRA
625,16273,XA0347:00009:,SOFA RECLINO KALERIN,SALAS Y SOFAS,RECLINABLES,LINEA,IMPORTADO,C+M - CLÁSICO + MODERNO,MICROFIBRA,TEXTILES SUAVES,3.0,CAFE,210.0,108.0,87.0,SOFA RECLINO KALERIN 3P CF,RECLINABLES,CAFE,MICROFIBRA
626,14728,XA0350:00159:,ROPERO 4 PUERTAS,ALCOBAS,ARMARIO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,TABACO,80.0,160.0,45.0,ROPERO 4 PUERT 2 CJN 182X120X046 15MM TB,OTROS,OTRO,MADERA LAMINADA
627,17153,XA0365:00005:,MESA COMEDOR JAIM,COMEDORES,MESAS DE 4P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,100.0,MESA COMEDOR JAIM 100*100 CRISTAL 2C,MESAS DE 4P,NEGRO,VIDRIO
628,16448,XA0368:00019:,SET COMEDOR CAMERON,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,GRIS,120.0,75.0,70.0,COMEDOR CAMERON TAPA MADERA 4P GR/BL 3C,SET 4P,GRIS,MADERA LAMINADA
629,16442,XA0369:00046:,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,AZUL,56.0,99.0,42.0,SILLA COMEDOR SLASH AZ,SILLAS DE COMEDOR,AZUL,SINTÉTICO
630,16443,XA0370:00049:,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,VERDE,56.0,99.0,42.0,SILLA COMEDOR SLASH VD,SILLAS DE COMEDOR,OTRO,SINTÉTICO
631,16444,XA0371:00082:,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,MORADO,56.0,99.0,42.0,SILLA COMEDOR SLASH MR,SILLAS DE COMEDOR,OTRO,SINTÉTICO
632,16445,XA0372:00100:,MESA AUX GREAT,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,BLANCO,40.0,45.0,40.0,MESA AUXILIAR GREAT-ST 50*50 LACA BL 2C,OTROS,BLANCO,OTRO
633,16403,XA0373:00123:,SILLA AIKEN,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,DISEÑO,90.0,66.0,55.0,SILLA AIKEN TELA DISE�O MUJER,SILLAS AUXILIARES,OTRO,MICROFIBRA
634,16403,XA0373:00123:,SILLA AIKEN,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,DISEÑO,90.0,66.0,55.0,SILLA AIKEN TELA DISE�O MUJER,SILLAS AUXILIARES,OTRO,MICROFIBRA
635,16403,XA0373:00123:,SILLA AIKEN,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,DISEÑO,90.0,66.0,55.0,SILLA AIKEN TELA DISE�O MUJER,SILLAS AUXILIARES,OTRO,MICROFIBRA
636,16403,XA0373:00123:,SILLA AIKEN,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,DISEÑO,90.0,66.0,55.0,SILLA AIKEN TELA DISE�O MUJER,SILLAS AUXILIARES,OTRO,MICROFIBRA
637,16403,XA0373:00123:,SILLA AIKEN,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,DISEÑO,90.0,66.0,55.0,SILLA AIKEN TELA DISE�O MUJER,SILLAS AUXILIARES,OTRO,MICROFIBRA
638,16403,XA0373:00123:,SILLA AIKEN,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,DISEÑO,90.0,66.0,55.0,SILLA AIKEN TELA DISE�O MUJER,SILLAS AUXILIARES,OTRO,MICROFIBRA
639,16404,XA0374:00036:,SILLA AIOLIS,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE,90.0,66.0,55.0,SILLA AIOLIS BE,SILLAS AUXILIARES,BEIGE,MICROFIBRA
640,16404,XA0374:00036:,SILLA AIOLIS,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE,90.0,66.0,55.0,SILLA AIOLIS BE,SILLAS AUXILIARES,BEIGE,MICROFIBRA
641,16404,XA0374:00036:,SILLA AIOLIS,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BEIGE,90.0,66.0,55.0,SILLA AIOLIS BE,SILLAS AUXILIARES,BEIGE,MICROFIBRA
642,16406,XA0376:00123:,BUTACO ABIR,ALCOBAS,BUTACO,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,DISEÑO,35.0,45.0,35.0,BUTACO AUXILIAR ABIR TELA DISEÑO MUJER,OTROS,OTRO,MICROFIBRA
643,16407,XA0377:00123:,SILLA AUX ALFINE,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,DISEÑO,90.0,66.0,55.0,SILLA AUXILIAR ALFINE TELA DISEÑO MUJER,SILLAS AUXILIARES,OTRO,MICROFIBRA
644,16917,XA0378:00013:,SET COMEDOR RANJITA,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,ROJO,150.0,75.0,90.0,COMEDOR RANJITA 150X90 6P RJ/NG 2C,SET 6P,ROJO,VIDRIO
645,16908,XA0379:00013:,COMEDOR RANJITA,COMEDORES,SET 4P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,4.0,ROJO,120.0,75.0,70.0,COMEDOR RANJITA 120X70 4P RJ/NG 2C,SET 4P,ROJO,METAL + VIDRIO
646,16907,XA0380:00024:,SILLA COMEDOR WASIMA,COMEDORES,SILLAS DE COMEDOR,NOVEDAD,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,ROJO,45.0,95.0,45.0,SILLA COMEDOR WASIMA CROMADA RJ,SILLAS DE COMEDOR,ROJO,SINTÉTICO
647,16931,XA0381:00029:,MESA COMEDOR ALDEN,COMEDORES,MESAS DE 6P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,CHAPILLA LAMINADA,MATE,6.0,GRIS,160.0,76.0,90.0,MESA COMEDOR ALDEN 160X90 GR 2C,OTROS,GRIS,OTRO
648,16934,XA0382:00029:,SILLA DE COMEDOR ALDEN,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,46.0,80.0,40.0,SILLA COMEDOR ALDEN GR,SILLAS DE COMEDOR,GRIS,MICROFIBRA
649,16935,XA0383:00005:,MESA BAR ALDIS,COMEDORES,MESAS DE BAR,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA LAMINADA,MATE,4.0,NEGRO,76.0,140.0,70.0,MESA BAR ALDIS 140X70 NG 2C,OTROS,NEGRO,MADERA LAMINADA
650,16938,XA0384:00005:,SILLA BAR ALDIS,COMEDORES,SILLAS DE BAR,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,42.0,105.0,58.0,SILLA BAR ALDIS NG 2C,OTROS,NEGRO,MICROFIBRA
651,16939,XA0385:00005:,SILLA DE COMEDOR ALISON,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,42.0,86.0,44.0,SILLA COMEDOR ALISON NG,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
652,16940,XA0386:00061:,SILLA DE COMEDOR ALISON,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE/NEGRO,42.0,86.0,44.0,SILLA COMEDOR ALISON CF/NG,SILLAS DE COMEDOR,OTRO,SINTÉTICO
653,16983,XA0392:00046:,SILLA AUXILIAR KAPIL,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,53.0,79.0,54.0,SILLA AUXILIAR KAPIL TELA AZ,SILLAS AUXILIARES,AZUL,MICROFIBRA
654,16984,XA0393:00009:,SILLA AUXILIAR KAPIL,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,53.0,79.0,54.0,SILLA AUXILIAR KAPIL TELA CF,SILLAS AUXILIARES,CAFE,MICROFIBRA
655,16985,XA0394:00108:,SILLA AUXILIAR KAPIL,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,53.0,79.0,54.0,SILLA AUXILIAR KAPIL TELA NR - AM,SILLAS AUXILIARES,AMARILLO,MICROFIBRA
656,16986,XA0395:00046:,SILLA AUXILIAR KANTI,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,44.0,78.0,50.0,SILLA AUXILIAR KANTI TELA AZ,SILLAS AUXILIARES,AZUL,MICROFIBRA
657,16987,XA0396:00108:,SILLA AUXILIAR KANTI,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AMARILLO,44.0,78.0,50.0,SILLA AUXILIAR KANTI TELA AM,SILLAS AUXILIARES,AMARILLO,MICROFIBRA
658,16988,XA0397:00118:,SILLA AUXILIAR KANTI,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,44.0,78.0,50.0,SILLA AUXILIAR KANTI TELA GR,SILLAS AUXILIARES,GRIS,MICROFIBRA
659,16966,XA0401:00026:,MESA COMEDOR WELLER,COMEDORES,MESAS DE 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,150.0,75.0,90.0,MESA COMEDOR WELLER 150X90 CRISTAL 2C,OTROS,CRISTAL,VIDRIO
660,16969,XA0402:00026:,MESA CENTRO WELLER,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA+VIDRIO,MATE,,CRISTAL,100.0,45.0,60.0,MESA CENTRO WELLER 110X60X45 CRISTAL 2C,MESAS DE CENTRO,CRISTAL,OTRO
661,16972,XA0403:00001:,MESA COMEDOR WELCH,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,CHAPILLA LAMINADA,MATE,4.0,BLANCO,120.0,75.0,80.0,MESA COMEDOR WELCH 120X80X75 BL,MESAS DE 4P,BLANCO,OTRO
662,16975,XA0404:00005:,SET COMEDOR WEANER,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,NEGRO,150.0,76.0,90.0,COMEDOR WEANER CRISTAL 150*90 6P NG 3C,SET 6P,NEGRO,VIDRIO
663,16979,XA0405:00005:,SET COMEDOR WEANER,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,COMEDOR WEANER CRISTAL 120X70 4P NG 3C,SET 4P,NEGRO,VIDRIO
664,17228,XA0406:00001:,SET COMEDOR AVATA,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,BLANCO,79.0,74.0,79.0,COMEDOR AVATA 120X70 BL 3C,SET 4P,BLANCO,VIDRIO
665,16961,XA0407:00181:,SILLA COMEDOR LAIS,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,AZUL/CAFE,44.0,78.0,50.0,SILLA COMEDOR LAIS AZ/CF,SILLAS DE COMEDOR,OTRO,SINTÉTICO
666,16962,XA0408:00190:,SILLA COMEDOR LAIS,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,44.0,78.0,50.0,SILLA COMEDOR LAIS GR/CF,SILLAS DE COMEDOR,GRIS,SINTÉTICO
667,16963,XA0409:00182:,SILLA COMEDOR LAIS,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,CLÁSICO,SINTÉTICO,SUPERFICIES MATES,1.0,AMARILLO/CAFE,44.0,78.0,50.0,SILLA COMEDOR LAIS AM/CF,SILLAS DE COMEDOR,OTRO,SINTÉTICO
668,16964,XA0410:00009:,SILLA COMEDOR LALE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,44.0,78.0,50.0,SILLA COMEDOR LALE CF 2C LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
