,ITEM,REF,DESCRIPCION,CATEGORIA,SUBCATEGORIA,VIGENCIA,ORIGEN,ESTILO,MATERIAL,ACABADO,PUESTOS,COLOR,ANCHO,ALTO,FONDO,DESC_LARGA,SUBCATEGORIA_POS,COLOR_POS,MATERIAL_POS
1051,2089,XY0374:00002:,MESA AUX DIVO,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,WENGUE,40.0,45.0,40.0,MESA AUXILIAR DIVO WG 2C,OTROS,OTRO,OTRO
1052,5482,XY0381:00030:,SILLA-AUXILIAR-JAN-SILVER,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,CROMADO,92.0,67.0,50.0,SILLA AUXILIAR JAN PL,SILLAS AUXILIARES,OTRO,MICROFIBRA
1053,5484,XY0383:00012:,SILLA AUX JUSTA,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,BLANCO/NEGRO,90.0,66.0,55.0,SILLA AUXILIAR JUSTA BL/NG,SILLAS AUXILIARES,OTRO,MICROFIBRA
1054,671,XY0438:00005:,SILLA COMEDOR JOSIE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,44.0,100.0,35.0,SILLA COMEDOR JOSIE NG LIQUIDACIÓN,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1055,670,XY0487:00012:,SILLA DE COMEDOR DIXON,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO/NEGRO,41.0,90.0,41.0,SILLA COMEDOR DIXON BL/NG,SILLAS DE COMEDOR,OTRO,SINTÉTICO
1056,271,XY0525:00005:,CONSOLA DIVO,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,CLÁSICO,VIDRIO,BRILLANTE,,NEGRO,80.0,90.0,50.0,CONSOLA DIVO 120X45 NG 2C,OTROS,NEGRO,VIDRIO
1057,1893,XY0686:00005:,MESA CTRO SABIHA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,40.0,40.0,MESA CENTRO SABIHA NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
1058,6474,XY0687:00029:,MESA CENTRO SADE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,GRIS,100.0,50.0,50.0,MESA CENTRO SADE 120X60 GR 2C,MESAS DE CENTRO,GRIS,VIDRIO
1059,1324,XY0779:00001:,SILLA COMEDOR SALVATORIE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,46.0,80.0,40.0,SILLA COMEDOR SALVATORIE BL 2C,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
1060,4806,XY0783:00005:,MESA CENTRO SAMYE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,90.0,40.0,50.0,MESA CENTRO SAMYE NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
1061,2095,XY0784:00001:,MESA CTRO SAMYE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,BLANCO,100.0,40.0,40.0,MESA CENTRO SAMYE BL 2C,MESAS DE CENTRO,BLANCO,VIDRIO
1062,265,XY0785:00005:,CONSOLA SAMYE,COMEDORES,CONSOLAS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,80.0,40.0,CONSOLA SAMYE NG 2C,OTROS,NEGRO,VIDRIO
1063,4807,XY0786:00001:,CONSOLA SAMYE,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,BLANCO,110.0,70.0,40.0,CONSOLA SAMYE BL 2C,OTROS,BLANCO,VIDRIO
1064,6513,XY0812:00001:,SILLA COMEDOR DAE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,45.0,90.0,40.0,SILLA COMEDOR DAE UDC37 NG 2C LIQUIDACIÓ,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
1065,17756,XY0846:00004:,COMEDOR MATIE,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CHERRY,130.0,75.0,70.0,COMEDOR MATIE 6P CHE 2C,SET 6P,OTRO,VIDRIO
1066,17923,XY0850:00026:,COMEDOR MIJAL,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,CRISTAL,120.0,75.0,70.0,COMEDOR MIJAL 4 PTOS,SET 4P,CRISTAL,VIDRIO
1067,4706,XY0864:00044:,SET COMEDOR RANJITA,COMEDORES,SET 6P,DESCONTINUADO,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,6.0,CRISTAL/NEGRO,150.0,75.0,90.0,COMEDOR RANJITA CRISTAL 6P NG 2C,SET 6P,OTRO,METAL + VIDRIO
1068,7375,XY0871:00002:,MESA AUX   RASIKA,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,WENGUE,40.0,45.0,40.0,MESA AUXILIAR RASIKA 2 WG 2C,OTROS,OTRO,OTRO
1069,6547,XY0872:00002:,MESA CTRO RACINE,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,WENGUE,100.0,40.0,40.0,MESA CENTRO RACINE WG 2C,MESAS DE CENTRO,OTRO,VIDRIO
1070,7382,XY0876:00015:,MESA AUX RAZIYA,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,ACERO/CRISTAL,40.0,45.0,40.0,MESA AUXILIAR RAZIYA ACERO 55X55 CRIS 2C,OTROS,OTRO,OTRO
1071,18345,XY0932:00014:,COMDEDOR ELBA,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,CHAPILLA LAMINADA,MATE,4.0,MARMOL,120.0,75.0,70.0,COMEDOR ELBA 4 PTOS MARMOL,SET 4P,OTRO,OTRO
1072,4708,XY0957:00005:,MESA CENTRO HOMAN,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,50.0,50.0,MESA CENTRO HOMAN 90X90 NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
1073,4820,XY0959:00024:,MESA COMEDOR JEREMY,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,ROJO,120.0,76.0,70.0,MESA COMEDOR JEREMY RJ 2C,MESAS DE 4P,ROJO,VIDRIO
1074,1270,XY0970:00005:,SILLA COMEDOR LEA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,44.0,78.0,50.0,SILLA COMEDOR LEA NG 2C,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1075,4824,XY0972:00009:,SILLA COMEDOR LEA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,44.0,78.0,50.0,SILLA COMEDOR LEA CF 2C LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1076,332,XY0979:00005:,MESA COMEDOR LACEY,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,MESA COMEDOR LACEY NG 2C,MESAS DE 4P,NEGRO,VIDRIO
1077,4826,XY0980:00024:,MESA COMEDOR LACEY,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,ROJO,120.0,76.0,70.0,MESA COMEDOR LACEY RJ 2C,MESAS DE 4P,ROJO,VIDRIO
1078,886,XZ0054:00005:,MESA BAN VANKA,COMEDORES,MESAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,130.0,70.0,MESA BAR VANKA NG LIQUIDACI�N,OTROS,NEGRO,VIDRIO
1079,5660,XZ0074:00009:,CONSOLA KETCH,COMEDORES,CONSOLAS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CAFE,100.0,80.0,40.0,CONSOLA KETCH 120X50 CF 2C,OTROS,CAFE,VIDRIO
1080,19260,XZ0078-1:00005:,COMEDOR DIVO,COMEDORES,SET 6P,LINEA,IMPORTADO,MODERNO,METAL + VIDRIO,MATE,6.0,NEGRO,140.0,75.0,80.0,COMEDOR DIVO 6P NG 4C,SET 6P,NEGRO,METAL + VIDRIO
1081,213,XZ0084:00005:,SET COMEDOR WAGNER,COMEDORES,SET 4P,DESCONTINUADO,IMPORTADO,MODERNO,METAL + VIDRIO,BRILLANTE,4.0,NEGRO,120.0,75.0,70.0,COMEDOR WAGNER 4P NG 3C,SET 4P,NEGRO,METAL + VIDRIO
1082,5663,XZ0095:00009:,SILLA COMEDOR SAKINA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,46.0,80.0,40.0,SILLA COMEDOR SAKINA CF LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1083,274,XZ0103:00002:,CONSOLO DIVO,COMEDORES,CONSOLAS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,WENGUE,100.0,80.0,40.0,CONSOLA DIVO 120X45 WG 2C,OTROS,OTRO,VIDRIO
1084,262,XZ0106:00005:,CONSOLA LACEY,COMEDORES,CONSOLAS,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,60.0,80.0,40.0,CONSOLA LACEY NG 2C,OTROS,NEGRO,VIDRIO
1085,903,XZ0108:00005:,MESA COMEDOR LEONIE,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,76.0,70.0,MESA COMEDOR LEONIE NG 2C,MESAS DE 4P,NEGRO,VIDRIO
1086,702,XZ0137:00043:,COMEDOR RATTAN,COMEDORES,SET 4P,LINEA,IMPORTADO,MODERNO,PLASTICO,TEXTURA SUAVE,4.0,CAFE/BLANCO,120.0,74.0,80.0,CONJUNTO TERRAZA RATTAN 2 SILLA CF/BL 2C,SET 4P,OTRO,OTRO
1087,896,XZ0139:00005:,MESA BAR WAIN,COMEDORES,MESAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,110.0,120.0,30.0,MESA BAR WAIN 120X30X110 CRISTAL NG 2C,OTROS,NEGRO,VIDRIO
1088,897,XZ0141:00005:,MESA BAR WAITE,COMEDORES,MESAS DE BAR,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,100.0,120.0,35.0,MESA BAR WAITE NG,OTROS,NEGRO,VIDRIO
1089,5679,XZ0145:00022:,MESA AUXILIAR WALMER,SALAS Y SOFAS,MESAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL,53.0,44.0,43.0,MESA AUXILIAR WALMER X3 CRISTAL TEM 2C,OTROS,CRISTAL,VIDRIO
1090,5681,XZ0148:00005:,CONSOLA WANIKA,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,CLÁSICO,VIDRIO,BRILLANTE,,NEGRO,80.0,90.0,50.0,CONSOLA WANIKA 1X32X80 NG 2C,OTROS,NEGRO,VIDRIO
1091,384,XZ0150:00005:,MESA COM  WALKER,COMEDORES,MESAS DE 4P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,4.0,NEGRO,120.0,75.0,90.0,MESA COMEDOR WALKER NG 2C LIQUIDACI�N,MESAS DE 4P,NEGRO,VIDRIO
1092,5687,XZ0161:00005:,MESA CENTRO ELISABETH,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,50.0,50.0,MESA CENTRO ELISABETH 1X50X45 NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
1093,749,XZ0171:00046:,ESTANTE KARIA,SALAS Y SOFAS,ESTANTES,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,AZUL,29.0,120.0,39.0,ESTANTE KARIA GRANDE AZ NO GARANTIA,OTROS,AZUL,MADERA LAMINADA
1094,4853,XZ0173:00046:,ESTANTE KARIA,SALAS Y SOFAS,ESTANTES,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,AZUL,60.0,140.0,30.0,ESTANTE KARIA PEQUEÑO AZ NO GARANTIA,OTROS,AZUL,MADERA LAMINADA
1095,4854,XZ0175:00046:,ESTANTE KARIA,SALAS Y SOFAS,ESTANTES,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,AZUL,60.0,140.0,30.0,ESTANTE KARIA MEDIANO AZ NO GARANTIA,OTROS,AZUL,MADERA LAMINADA
1096,867,XZ0189:00046:,BUTACO KARIN,ALCOBAS,BUTACO,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,AZUL,35.0,45.0,35.0,BUTACO KARIN AZ LIQUIDACIÓN,OTROS,AZUL,MADERA LAMINADA
1097,1881,XZ0194:00008:,ESTANTE KELSE,SALAS Y SOFAS,ESTANTES,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,,WENGUE,120.0,184.0,30.0,ESTANTE KELSE WG/BL 2C,OTROS,OTRO,MADERA LAMINADA
1098,19265,XZ0207-1:00009:,COMEDOR DIVO,COMEDORES,SET 6P,LINEA,IMPORTADO,CLÁSICO,METAL + VIDRIO,MATE,6.0,CAFE,140.0,75.0,80.0,COMEDOR DIVO 6P CF 4C,SET 6P,CAFE,METAL + VIDRIO
1099,7784,XZ0226:00001:,SILLA COMEDOR DAYITA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,45.0,95.0,40.0,SILLA COMEDOR DAYITA GR LIQUIDACIÓN,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
1100,4869,XZ0230:00009:,SILLA COMEDOR DESY,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,46.0,103.0,41.0,SILLA DE COMEDOR DESY CAFE,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1101,6508,XZ0231:00005:,MESA EXT. JAINNA,COMEDORES,MESAS DE EXTENSIÓN,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,NEGRO,140.0,75.5,85.0,MESA EXTENSION JAINNA NG,OTROS,NEGRO,VIDRIO
1102,6509,XZ0232:00026:,MESA AUX JAMAICA,SALAS Y SOFAS,MESAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MADERA+VIDRIO,MATE,,CRISTAL,40.0,45.0,40.0,MESA AUXILIAR JAMICA 50X485X57CRISTAL 2C,OTROS,CRISTAL,OTRO
1103,1331,XZ0233:00005:,SILLA COMEDOR JAMAICA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,41.0,104.0,58.0,SILLA COMEDOR JAMAICA NG 2C LIQUIDACIÓN,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1104,4870,XZ0234:00009:,SILLA COMEDOR JAMAICA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,41.0,104.0,58.0,SILLA COMEDOR JAMAICA CF 2C LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1105,4871,XZ0235:00001:,SILLA COMEDOR JAMAICA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,41.0,104.0,58.0,SILLA COMEDOR JAMAICA BL 2C LIQUIDACIÓN,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
1106,1408,XZ0236:00036:,SILLA COMEDOR JAMAICA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BEIGE,41.0,104.0,58.0,SILLA COMEDOR JAMAICA BE 2C LIQUIDACIÓN,SILLAS DE COMEDOR,BEIGE,SINTÉTICO
1107,4872,XZ0238:00009:,SILLA COMEDOR JAMESE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,45.0,95.0,40.0,SILLA COMEDOR JAMESE CF 2C LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1108,5706,XZ0240:00029:,SILLA COMEDOR JAMESE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,GRIS,45.0,95.0,40.0,SILLA COMEDOR JAMESE GR 2C LIQUIDACIÓN,SILLAS DE COMEDOR,GRIS,SINTÉTICO
1109,2056,XZ0242:00002:,MESA CENTRO FOCUS,SALAS Y SOFAS,MESAS DE CENTRO,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,WENGUE,100.0,43.0,60.0,MESA CENTRO FOCUS WG 2C,MESAS DE CENTRO,OTRO,VIDRIO
1110,4709,XZ0243:00005:,MESA CENTRO FOCUS,SALAS Y SOFAS,MESAS DE CENTRO,LINEA,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,100.0,43.0,60.0,MESA CENTRO FOCUS NG 2C,MESAS DE CENTRO,NEGRO,VIDRIO
1111,393,XZ0244:00005:,COM PARAH,COMEDORES,SET 4P,NOVEDAD,IMPORTADO,MODERNO,METAL + VIDRIO,MATE,4.0,NEGRO,120.0,75.0,70.0,COMEDOR PARAH 4P NG 3C,SET 4P,NEGRO,METAL + VIDRIO
1112,4873,XZ0247:00005:,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,41.0,90.0,41.0,SILLA COMEDOR SLASH NG,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1113,653,XZ0248:00009:,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,CAFE,41.0,90.0,41.0,SILLA COMEDOR SLASH CF,SILLAS DE COMEDOR,CAFE,SINTÉTICO
1114,4874,XZ0249:00001:,SILLA COMEDOR SLASH,COMEDORES,SILLAS DE COMEDOR,LINEA,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,41.0,90.0,41.0,SILLA COMEDOR SLASH BL,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
1115,4878,XZ0266:00046:,SILLA AUX SCHAPIRA,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,44.0,89.0,45.0,SILLA AUXILIAR SCHAPIRA AZ,SILLAS AUXILIARES,AZUL,MICROFIBRA
1116,2065,XZ0269:00001:,MESA CTRO VAIJARA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,BLANCO,100.0,40.0,40.0,MESA CENTRO VAIJARA BL 2C,MESAS DE CENTRO,BLANCO,VIDRIO
1117,828,XZ0301:00009:,SOFA RECLINO JOANIE,SALAS Y SOFAS,RECLINABLES,DESCONTINUADO,IMPORTADO,CLÁSICO,MICROFIBRA,TEXTILES SUAVES,2.0,CAFE,212.0,105.0,95.0,SOFA RECLINO JAIONE 2P CF,RECLINABLES,CAFE,MICROFIBRA
1118,2077,XZ0319:00005:,MESA AUXILIAR DOMINIQUE,SALAS Y SOFAS,MESAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,NEGRO,50.0,75.0,50.0,MESA AUXILIAR DOMINIQUE NG 2C,OTROS,NEGRO,VIDRIO
1119,1890,XZ0320:00002:,MESA CENTRO ALLY,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,WENGUE,80.0,45.0,80.0,MESA CENTRO ALLY WG 2C LIQUIDACIÓN,MESAS DE CENTRO,OTRO,VIDRIO
1120,701,XZ0333:00026:,MESA EXT. DUKE,COMEDORES,MESAS DE EXTENSIÓN,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,150.0,75.0,90.0,MESA EXTENSION DUKE CRIS NO GARANTIA,OTROS,CRISTAL,VIDRIO
1121,7114,XZ0334:00009:,SILLA DULCEA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,44.0,86.0,42.0,SILLA DULCEA 2 BASES CF LIQUIDACIÓN,SILLAS DE COMEDOR,CAFE,MICROFIBRA
1122,648,XZ0335:00009:,SILLA DULCINEA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,CAFE,44.0,86.0,42.0,SILLA DULCINEA CF 2C,SILLAS DE COMEDOR,CAFE,MICROFIBRA
1123,4888,XZ0336:00046:,SILLA DULCINEA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,AZUL,44.0,86.0,42.0,SILLA DULCINEA AZ 2C LIQUIDACIÓN,SILLAS DE COMEDOR,AZUL,MICROFIBRA
1124,7015,XZ0363:00029:,SILLA DULCEA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,44.0,86.0,42.0,SILLA DULCEA CROMADO GR 2C LIQUIDACIÓN,SILLAS DE COMEDOR,GRIS,MICROFIBRA
1125,649,XZ0364:00029:,SILLA DULCINEA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,GRIS,44.0,86.0,42.0,SILLA DULCINEA GR 2C,SILLAS DE COMEDOR,GRIS,MICROFIBRA
1126,4931,XZ0411:00005:,SILL AUX ZAIDE,SALAS Y SOFAS,SILLAS AUXILIARES,DESCONTINUADO,IMPORTADO,MODERNO,MICROFIBRA,TEXTILES SUAVES,1.0,NEGRO,90.0,66.0,55.0,SILLA AUXILIAR ZAIDE NG,SILLAS AUXILIARES,NEGRO,MICROFIBRA
1127,4664,XZ0421:00012:,SILLA AUXILIAR LANELLE,SALAS Y SOFAS,SILLAS AUXILIARES,LINEA,IMPORTADO,CONTEMPORÁNEO,MICROFIBRA,TEXTILES SUAVES,1.0,BLANCO/NEGRO,53.0,79.0,54.0,SILLA AUXILIAR LANELLE BL/NG,SILLAS AUXILIARES,OTRO,MICROFIBRA
1128,899,XZ0434:00080:,MESA BAR LAQUETA,COMEDORES,MESAS DE BAR,DESCONTINUADO,IMPORTADO,CONTEMPORÁNEO,VIDRIO,BRILLANTE,4.0,BLANCO,120.0,130.0,70.0,MESA BAR LAQUETA CRISTAL BL,OTROS,BLANCO,VIDRIO
1129,4695,XZ0437:00001:,MESA BAR LARAINE,COMEDORES,MESAS DE BAR,DESCONTINUADO,IMPORTADO,MODERNO,MADERA LAMINADA,MATE,4.0,BLANCO,90.0,110.0,50.0,MESA BAR LARAINE YS-8061 BL NO GARANTIA,OTROS,BLANCO,MADERA LAMINADA
1130,1489,XZ0444:00006:,CONSOLA WELLER,COMEDORES,CONSOLAS,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL,120.0,82.0,50.0,CONSOLA WELLER 2C,OTROS,CRISTAL,VIDRIO
1131,2062,XZ0445:00006:,MESA CTRO SARALA,SALAS Y SOFAS,MESAS DE CENTRO,DESCONTINUADO,IMPORTADO,C+M - CLÁSICO + MODERNO,VIDRIO,BRILLANTE,,CRISTAL,100.0,40.0,40.0,MESA CENTRO SARALA NAT 2C,MESAS DE CENTRO,CRISTAL,VIDRIO
1132,1869,XZ0446:00006:,MESA DE TV SARALA,SALAS Y SOFAS,MESA TV,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,,CRISTAL,99.0,49.0,59.0,MESA TV SARALA NAT 2C,OTROS,CRISTAL,VIDRIO
1133,190,XZ0447:00006:,MESA COM SARALA,COMEDORES,MESAS DE 6P,DESCONTINUADO,IMPORTADO,MODERNO,VIDRIO,BRILLANTE,6.0,CRISTAL,150.0,75.0,90.0,MESA COMEDOR SARALA NATURAL 2C,OTROS,CRISTAL,VIDRIO
1134,651,XZ0456:00005:,SILLA COMEDOR ROYER,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,41.0,90.0,41.0,SILLA COMEDOR ROYER NG,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1135,1423,XZ0475:00005:,SILLA DE COMEDOR JACA,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,41.0,90.0,41.0,SILLA COMEDOR JACA NG ,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1136,1429,XZ0478:00005:,SILLA COMEDOR JAMIE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,NEGRO,44.0,100.0,35.0,SILLA COMEDOR JAMIE NG 2C LIQUIDACIÓN,SILLAS DE COMEDOR,NEGRO,SINTÉTICO
1137,4941,XZ0479:00001:,SILLA COMEDOR JAMIE,COMEDORES,SILLAS DE COMEDOR,DESCONTINUADO,IMPORTADO,MODERNO,SINTÉTICO,SUPERFICIES MATES,1.0,BLANCO,45.0,95.0,40.0,SILLA COMEDOR JAMIE BL 2C LIQUIDACIÓN,SILLAS DE COMEDOR,BLANCO,SINTÉTICO
